duration,start_time,start_stn,start_term,end_time,end_stn,end_term,bikenum,user,zipcode
217,2/12/14 15:57,Adobe on Almaden,5,2/12/14 16:00,San Jose Diridon Caltrain Station,2,650,Subscriber,94002
483,2/12/14 16:07,San Jose City Hall,10,2/12/14 16:15,San Jose Diridon Caltrain Station,2,221,Subscriber,94502
482,2/12/14 16:14,Paseo de San Antonio,7,2/12/14 16:22,San Pedro Square,6,709,Subscriber,95110
227,2/12/14 16:28,Adobe on Almaden,5,2/12/14 16:32,San Jose Diridon Caltrain Station,2,239,Subscriber,95037
618,2/12/14 16:29,Adobe on Almaden,5,2/12/14 16:39,Adobe on Almaden,5,675,Subscriber,94709
271,2/12/14 16:29,Santa Clara at Almaden,4,2/12/14 16:34,San Jose Diridon Caltrain Station,2,654,Subscriber,95020
539,2/12/14 16:44,Japantown,9,2/12/14 16:53,Santa Clara at Almaden,4,698,Subscriber,95112
394,2/12/14 16:49,San Pedro Square,6,2/12/14 16:55,San Jose Diridon Caltrain Station,2,263,Subscriber,94002
560,2/12/14 16:57,San Jose Civic Center,3,2/12/14 17:06,San Jose Diridon Caltrain Station,2,52,Subscriber,94108
473,2/12/14 17:04,San Jose Diridon Caltrain Station,2,2/12/14 17:12,San Jose Civic Center,3,685,Subscriber,95113
212,2/12/14 17:06,Arena Green / SAP Center,14,2/12/14 17:10,Santa Clara at Almaden,4,211,Subscriber,95113
208,2/12/14 17:06,Arena Green / SAP Center,14,2/12/14 17:10,Santa Clara at Almaden,4,123,Subscriber,95113
291,2/12/14 17:11,San Jose Diridon Caltrain Station,2,2/12/14 17:16,Santa Clara at Almaden,4,44,Subscriber,95110
495,2/12/14 17:33,St James Park,13,2/12/14 17:41,San Jose Diridon Caltrain Station,2,109,Subscriber,94108
366,2/12/14 17:34,Paseo de San Antonio,7,2/12/14 17:40,San Jose Diridon Caltrain Station,2,190,Subscriber,94609
452,2/12/14 18:21,San Jose Diridon Caltrain Station,2,2/12/14 18:28,Paseo de San Antonio,7,647,Subscriber,95113
465,2/12/14 18:41,San Jose Diridon Caltrain Station,2,2/12/14 18:49,San Pedro Square,6,52,Subscriber,95135
1105,2/12/14 18:42,San Jose Diridon Caltrain Station,2,2/12/14 19:00,Paseo de San Antonio,7,10,Subscriber,95112
646,2/12/14 19:14,San Jose Diridon Caltrain Station,2,2/12/14 19:25,SJSU - San Salvador at 9th,16,214,Subscriber,95112
669,2/12/14 19:18,San Jose Diridon Caltrain Station,2,2/12/14 19:29,SJSU - San Salvador at 9th,16,239,Subscriber,95112
286,2/12/14 20:05,Adobe on Almaden,5,2/12/14 20:10,San Jose Diridon Caltrain Station,2,196,Subscriber,94105
476,2/12/14 20:16,San Jose Diridon Caltrain Station,2,2/12/14 20:24,MLK Library,11,221,Subscriber,95112
519,2/12/14 20:48,MLK Library,11,2/12/14 20:57,San Jose Diridon Caltrain Station,2,660,Subscriber,94118
327,2/12/14 21:05,San Jose Diridon Caltrain Station,2,2/12/14 21:11,Paseo de San Antonio,7,196,Subscriber,95113
706,2/12/14 22:16,San Jose Diridon Caltrain Station,2,2/12/14 22:27,Paseo de San Antonio,7,191,Subscriber,95112
2193,2/12/14 23:40,Santa Clara at Almaden,4,2/13/14 0:17,San Salvador at 1st,8,211,Customer,95126
299,2/13/14 5:34,Santa Clara at Almaden,4,2/13/14 5:39,San Jose Diridon Caltrain Station,2,710,Subscriber,95110
653,2/13/14 6:23,SJSU - San Salvador at 9th,16,2/13/14 6:33,San Jose Diridon Caltrain Station,2,672,Subscriber,95112
447,2/13/14 6:53,SJSU - San Salvador at 9th,16,2/13/14 7:00,San Jose Diridon Caltrain Station,2,127,Subscriber,95112
222,2/13/14 6:57,San Jose Diridon Caltrain Station,2,2/13/14 7:01,Santa Clara at Almaden,4,710,Subscriber,95020
674,2/13/14 7:27,San Jose City Hall,10,2/13/14 7:38,San Jose Diridon Caltrain Station,2,93,Subscriber,95113
875,2/13/14 7:37,San Jose Diridon Caltrain Station,2,2/13/14 7:51,San Jose City Hall,10,127,Subscriber,94502
397,2/13/14 7:51,Paseo de San Antonio,7,2/13/14 7:57,San Jose Diridon Caltrain Station,2,10,Subscriber,95112
273,2/13/14 8:02,San Jose Diridon Caltrain Station,2,2/13/14 8:07,San Pedro Square,6,93,Subscriber,95126
228,2/13/14 8:03,San Salvador at 1st,8,2/13/14 8:06,MLK Library,11,104,Subscriber,95113
445,2/13/14 8:09,San Pedro Square,6,2/13/14 8:16,San Jose Diridon Caltrain Station,2,52,Subscriber,95135
421,2/13/14 8:12,Paseo de San Antonio,7,2/13/14 8:19,San Jose Diridon Caltrain Station,2,196,Subscriber,95113
483,2/13/14 8:20,San Jose Civic Center,3,2/13/14 8:28,San Jose Diridon Caltrain Station,2,37,Subscriber,95113
367,2/13/14 8:45,San Jose Diridon Caltrain Station,2,2/13/14 8:51,San Pedro Square,6,10,Subscriber,94002
1014,2/13/14 8:56,Santa Clara at Almaden,4,2/13/14 9:13,San Jose Diridon Caltrain Station,2,710,Subscriber,95113
463,2/13/14 9:17,San Jose Diridon Caltrain Station,2,2/13/14 9:25,St James Park,13,207,Subscriber,94108
191,2/13/14 10:21,St James Park,13,2/13/14 10:24,San Pedro Square,6,202,Subscriber,95112
304,2/13/14 10:25,San Jose Diridon Caltrain Station,2,2/13/14 10:30,Santa Clara at Almaden,4,37,Subscriber,95113
947,2/13/14 11:02,Japantown,9,2/13/14 11:18,Arena Green / SAP Center,14,649,Subscriber,95112
1627,2/13/14 11:18,Arena Green / SAP Center,14,2/13/14 11:45,MLK Library,11,649,Subscriber,95112
270,2/13/14 11:31,San Pedro Square,6,2/13/14 11:35,Paseo de San Antonio,7,93,Subscriber,95113
215,2/13/14 12:17,San Pedro Square,6,2/13/14 12:21,MLK Library,11,10,Subscriber,95112
326,2/13/14 12:51,San Salvador at 1st,8,2/13/14 12:57,MLK Library,11,127,Subscriber,95113
194,2/13/14 12:53,Santa Clara at Almaden,4,2/13/14 12:56,Arena Green / SAP Center,14,37,Subscriber,95113
180,2/13/14 13:21,Santa Clara at Almaden,4,2/13/14 13:24,Arena Green / SAP Center,14,242,Subscriber,95113
1306,2/13/14 13:58,Paseo de San Antonio,7,2/13/14 14:20,San Jose City Hall,10,93,Customer,33411
1275,2/13/14 13:59,Paseo de San Antonio,7,2/13/14 14:20,San Jose City Hall,10,647,Customer,33411
1287,2/13/14 14:27,San Jose City Hall,10,2/13/14 14:49,Paseo de San Antonio,7,93,Customer,33411
1262,2/13/14 14:28,San Jose City Hall,10,2/13/14 14:49,Paseo de San Antonio,7,647,Customer,33411
487,2/13/14 14:46,San Pedro Square,6,2/13/14 14:54,San Jose Diridon Caltrain Station,2,130,Subscriber,95110
395,2/13/14 14:48,San Jose City Hall,10,2/13/14 14:55,San Jose Diridon Caltrain Station,2,308,Subscriber,94502
254,2/13/14 14:51,San Pedro Square,6,2/13/14 14:55,San Jose City Hall,10,202,Subscriber,94609
467,2/13/14 15:33,San Jose City Hall,10,2/13/14 15:41,San Jose City Hall,10,202,Subscriber,94609
746,2/13/14 15:56,MLK Library,11,2/13/14 16:08,Japantown,9,14,Subscriber,95112
446,2/13/14 16:16,San Jose Diridon Caltrain Station,2,2/13/14 16:24,MLK Library,11,190,Subscriber,94109
304,2/13/14 16:28,Santa Clara at Almaden,4,2/13/14 16:34,San Jose Diridon Caltrain Station,2,39,Subscriber,95020
558,2/13/14 16:43,Japantown,9,2/13/14 16:53,Santa Clara at Almaden,4,185,Subscriber,95112
1150,2/13/14 16:46,SJSU - San Salvador at 9th,16,2/13/14 17:05,Japantown,9,157,Subscriber,95112
374,2/13/14 16:49,San Pedro Square,6,2/13/14 16:55,San Jose Diridon Caltrain Station,2,308,Subscriber,94002
535,2/13/14 17:02,San Jose Diridon Caltrain Station,2,2/13/14 17:11,San Jose Civic Center,3,308,Subscriber,95113
242,2/13/14 17:03,San Jose City Hall,10,2/13/14 17:07,San Salvador at 1st,8,202,Subscriber,95113
1737,2/13/14 17:09,Japantown,9,2/13/14 17:38,Japantown,9,157,Subscriber,95112
465,2/13/14 17:34,St James Park,13,2/13/14 17:42,San Jose Diridon Caltrain Station,2,207,Subscriber,94108
336,2/13/14 17:37,Santa Clara at Almaden,4,2/13/14 17:43,San Jose Diridon Caltrain Station,2,185,Subscriber,94107
830,2/13/14 18:03,Japantown,9,2/13/14 18:17,SJSU - San Salvador at 9th,16,157,Subscriber,95112
576,2/13/14 18:16,San Jose Diridon Caltrain Station,2,2/13/14 18:26,Paseo de San Antonio,7,130,Subscriber,95113
619,2/13/14 18:17,San Jose Diridon Caltrain Station,2,2/13/14 18:27,San Pedro Square,6,196,Subscriber,95135
322,2/13/14 18:22,MLK Library,11,2/13/14 18:27,St James Park,13,10,Subscriber,95112
582,2/13/14 19:07,SJSU 4th at San Carlos,12,2/13/14 19:17,San Jose Diridon Caltrain Station,2,651,Subscriber,94109
722,2/13/14 20:14,San Jose Diridon Caltrain Station,2,2/13/14 20:26,Japantown,9,45,Subscriber,95112
548,2/13/14 20:18,San Jose Diridon Caltrain Station,2,2/13/14 20:28,SJSU - San Salvador at 9th,16,185,Subscriber,95112
416,2/13/14 21:34,SJSU 4th at San Carlos,12,2/13/14 21:41,Santa Clara at Almaden,4,301,Subscriber,95110
690,2/13/14 22:11,San Jose Diridon Caltrain Station,2,2/13/14 22:22,Paseo de San Antonio,7,654,Subscriber,95112
221,2/13/14 23:43,Arena Green / SAP Center,14,2/13/14 23:46,Santa Clara at Almaden,4,242,Subscriber,95113
582,2/14/14 0:05,San Pedro Square,6,2/14/14 0:15,Paseo de San Antonio,7,715,Subscriber,95112
158,2/14/14 0:08,Arena Green / SAP Center,14,2/14/14 0:11,Santa Clara at Almaden,4,708,Subscriber,95113
595,2/14/14 1:32,San Jose Diridon Caltrain Station,2,2/14/14 1:42,Japantown,9,207,Subscriber,95112
62571,2/14/14 2:05,San Jose Civic Center,3,2/14/14 19:28,San Jose Civic Center,3,685,Customer,95113
173,2/14/14 2:55,Santa Clara at Almaden,4,2/14/14 2:58,San Pedro Square,6,127,Subscriber,95110
300,2/14/14 5:33,Santa Clara at Almaden,4,2/14/14 5:38,San Jose Diridon Caltrain Station,2,301,Subscriber,95110
381,2/14/14 6:33,St James Park,13,2/14/14 6:39,San Jose Diridon Caltrain Station,2,10,Subscriber,95112
534,2/14/14 7:52,SJSU - San Salvador at 9th,16,2/14/14 8:01,San Jose Diridon Caltrain Station,2,185,Subscriber,95112
408,2/14/14 7:53,San Pedro Square,6,2/14/14 8:00,San Jose Diridon Caltrain Station,2,196,Subscriber,95135
288,2/14/14 7:54,San Jose Diridon Caltrain Station,2,2/14/14 7:59,Adobe on Almaden,5,301,Subscriber,95037
252,2/14/14 8:01,San Salvador at 1st,8,2/14/14 8:05,MLK Library,11,202,Subscriber,95113
243,2/14/14 8:28,San Jose Diridon Caltrain Station,2,2/14/14 8:32,Santa Clara at Almaden,4,196,Subscriber,94403
1086,2/14/14 8:36,SJSU - San Salvador at 9th,16,2/14/14 8:54,San Jose Diridon Caltrain Station,2,157,Subscriber,95112
414,2/14/14 8:53,San Jose Civic Center,3,2/14/14 9:00,San Jose Diridon Caltrain Station,2,308,Subscriber,95113
438,2/14/14 9:15,San Jose Diridon Caltrain Station,2,2/14/14 9:23,St James Park,13,660,Subscriber,94108
245,2/14/14 10:03,San Jose Diridon Caltrain Station,2,2/14/14 10:07,Adobe on Almaden,5,651,Subscriber,94105
264,2/14/14 10:09,San Jose Diridon Caltrain Station,2,2/14/14 10:13,Santa Clara at Almaden,4,308,Subscriber,94306
490,2/14/14 10:50,San Pedro Square,6,2/14/14 10:58,San Jose Diridon Caltrain Station,2,20,Subscriber,95110
348,2/14/14 11:46,San Salvador at 1st,8,2/14/14 11:52,MLK Library,11,211,Subscriber,95113
251,2/14/14 11:55,San Jose City Hall,10,2/14/14 12:00,San Salvador at 1st,8,186,Subscriber,95113
264,2/14/14 13:06,MLK Library,11,2/14/14 13:10,San Salvador at 1st,8,211,Subscriber,95113
341,2/14/14 13:57,Adobe on Almaden,5,2/14/14 14:03,MLK Library,11,148,Subscriber,94536
206,2/14/14 14:00,Santa Clara at Almaden,4,2/14/14 14:04,Arena Green / SAP Center,14,242,Subscriber,95113
375,2/14/14 15:08,MLK Library,11,2/14/14 15:15,Adobe on Almaden,5,148,Subscriber,94536
167,2/14/14 15:41,San Jose City Hall,10,2/14/14 15:44,SJSU 4th at San Carlos,12,710,Subscriber,95112
149,2/14/14 15:53,Paseo de San Antonio,7,2/14/14 15:55,MLK Library,11,130,Subscriber,95112
209,2/14/14 15:58,Adobe on Almaden,5,2/14/14 16:01,San Jose Diridon Caltrain Station,2,148,Subscriber,94002
269,2/14/14 16:05,Adobe on Almaden,5,2/14/14 16:10,San Jose Diridon Caltrain Station,2,651,Subscriber,94105
476,2/14/14 16:20,San Pedro Square,6,2/14/14 16:28,San Jose Diridon Caltrain Station,2,10,Subscriber,95113
286,2/14/14 16:24,Adobe on Almaden,5,2/14/14 16:29,San Jose Diridon Caltrain Station,2,301,Subscriber,95037
267,2/14/14 16:25,Santa Clara at Almaden,4,2/14/14 16:30,San Jose Diridon Caltrain Station,2,185,Subscriber,94306
383,2/14/14 16:47,San Pedro Square,6,2/14/14 16:54,San Jose Diridon Caltrain Station,2,705,Subscriber,94002
582,2/14/14 17:08,San Jose Diridon Caltrain Station,2,2/14/14 17:18,San Jose Civic Center,3,185,Subscriber,95113
396,2/14/14 17:12,St James Park,13,2/14/14 17:18,San Jose Diridon Caltrain Station,2,660,Subscriber,94108
312,2/14/14 17:12,Santa Clara at Almaden,4,2/14/14 17:17,San Jose Diridon Caltrain Station,2,196,Subscriber,94403
507,2/14/14 17:18,San Pedro Square,6,2/14/14 17:27,San Jose Diridon Caltrain Station,2,709,Subscriber,95377
414,2/14/14 17:37,San Jose Diridon Caltrain Station,2,2/14/14 17:44,Paseo de San Antonio,7,651,Subscriber,95112
1070,2/14/14 17:48,San Jose Diridon Caltrain Station,2,2/14/14 18:05,SJSU - San Salvador at 9th,16,157,Subscriber,95112
383,2/14/14 17:48,San Jose Diridon Caltrain Station,2,2/14/14 17:55,Paseo de San Antonio,7,10,Subscriber,95113
439,2/14/14 18:02,SJSU 4th at San Carlos,12,2/14/14 18:09,Santa Clara at Almaden,4,39,Subscriber,95110
572,2/14/14 18:39,San Jose Diridon Caltrain Station,2,2/14/14 18:48,San Pedro Square,6,301,Subscriber,95135
665,2/14/14 18:44,San Jose Diridon Caltrain Station,2,2/14/14 18:55,SJSU - San Salvador at 9th,16,660,Subscriber,95112
515,2/14/14 19:12,San Jose Diridon Caltrain Station,2,2/14/14 19:21,MLK Library,11,672,Subscriber,95112
714,2/14/14 19:14,San Jose Diridon Caltrain Station,2,2/14/14 19:26,Japantown,9,708,Subscriber,95112
147,2/14/14 22:51,Santa Clara at Almaden,4,2/14/14 22:54,San Pedro Square,6,308,Subscriber,95110
556,2/14/14 23:54,Japantown,9,2/15/14 0:03,San Pedro Square,6,642,Subscriber,95112
573,2/15/14 0:05,Japantown,9,2/15/14 0:15,San Jose City Hall,10,140,Subscriber,95112
201,2/15/14 0:26,Arena Green / SAP Center,14,2/15/14 0:29,Santa Clara at Almaden,4,242,Subscriber,95113
775,2/15/14 4:04,San Salvador at 1st,8,2/15/14 4:17,San Salvador at 1st,8,49,Customer,94401
488,2/15/14 6:44,San Pedro Square,6,2/15/14 6:52,San Jose Diridon Caltrain Station,2,127,Subscriber,95110
80,2/15/14 7:24,San Pedro Square,6,2/15/14 7:26,San Pedro Square,6,107,Subscriber,95112
433,2/15/14 9:51,San Jose Diridon Caltrain Station,2,2/15/14 9:58,Paseo de San Antonio,7,148,Subscriber,94110
1226,2/15/14 10:19,San Jose Diridon Caltrain Station,2,2/15/14 10:39,San Jose Diridon Caltrain Station,2,127,Customer,93422
280,2/15/14 10:27,Santa Clara at Almaden,4,2/15/14 10:31,San Jose Diridon Caltrain Station,2,39,Subscriber,95110
1541,2/15/14 11:51,San Jose Diridon Caltrain Station,2,2/15/14 12:17,Santa Clara at Almaden,4,39,Subscriber,95110
717,2/15/14 14:13,San Jose Diridon Caltrain Station,2,2/15/14 14:25,San Jose Civic Center,3,127,Customer,
743,2/15/14 15:59,San Jose Civic Center,3,2/15/14 16:11,Japantown,9,241,Customer,
417,2/15/14 18:54,San Jose Diridon Caltrain Station,2,2/15/14 19:01,San Pedro Square,6,715,Subscriber,95110
489,2/15/14 20:37,San Jose Diridon Caltrain Station,2,2/15/14 20:45,Paseo de San Antonio,7,145,Subscriber,95126
1767,2/15/14 21:02,SJSU 4th at San Carlos,12,2/15/14 21:31,SJSU 4th at San Carlos,12,72,Subscriber,95125
244,2/15/14 21:40,San Pedro Square,6,2/15/14 21:45,Arena Green / SAP Center,14,642,Subscriber,95126
406,2/16/14 8:47,San Pedro Square,6,2/16/14 8:54,San Jose Diridon Caltrain Station,2,301,Subscriber,95110
422,2/16/14 9:54,Santa Clara at Almaden,4,2/16/14 10:01,San Jose Civic Center,3,221,Customer,95110
401,2/16/14 9:54,Santa Clara at Almaden,4,2/16/14 10:01,San Jose Civic Center,3,78,Customer,95110
366,2/16/14 11:32,Paseo de San Antonio,7,2/16/14 11:38,San Jose City Hall,10,10,Subscriber,95113
359,2/16/14 11:32,Paseo de San Antonio,7,2/16/14 11:38,San Jose City Hall,10,148,Subscriber,95113
448,2/16/14 13:51,Japantown,9,2/16/14 13:58,San Pedro Square,6,241,Subscriber,95112
1643,2/16/14 16:23,Santa Clara at Almaden,4,2/16/14 16:51,San Pedro Square,6,242,Subscriber,95110
601,2/16/14 17:06,San Pedro Square,6,2/16/14 17:16,Japantown,9,241,Subscriber,95112
328,2/16/14 18:07,St James Park,13,2/16/14 18:12,Paseo de San Antonio,7,43,Subscriber,95112
243,2/16/14 18:24,SJSU 4th at San Carlos,12,2/16/14 18:28,SJSU - San Salvador at 9th,16,86,Subscriber,94044
381,2/16/14 19:51,San Jose Diridon Caltrain Station,2,2/16/14 19:58,San Pedro Square,6,196,Subscriber,95110
409,2/16/14 20:28,San Jose Civic Center,3,2/16/14 20:35,St James Park,13,193,Subscriber,95112
775,2/17/14 0:54,San Jose Diridon Caltrain Station,2,2/17/14 1:07,Paseo de San Antonio,7,202,Customer,97213
305,2/17/14 8:55,Santa Clara at Almaden,4,2/17/14 9:00,SJSU 4th at San Carlos,12,263,Subscriber,95110
211,2/17/14 9:08,San Jose Diridon Caltrain Station,2,2/17/14 9:11,Santa Clara at Almaden,4,20,Subscriber,94403
242,2/17/14 12:39,Arena Green / SAP Center,14,2/17/14 12:43,Arena Green / SAP Center,14,255,Subscriber,95120
7657,2/17/14 12:54,St James Park,13,2/17/14 15:01,St James Park,13,254,Customer,95110
427,2/17/14 13:51,San Jose Diridon Caltrain Station,2,2/17/14 13:58,MLK Library,11,654,Subscriber,94043
433,2/17/14 14:31,Adobe on Almaden,5,2/17/14 14:38,MLK Library,11,232,Subscriber,94536
573,2/17/14 15:00,San Pedro Square,6,2/17/14 15:09,SJSU 4th at San Carlos,12,11,Subscriber,95112
384,2/17/14 15:02,Santa Clara at Almaden,4,2/17/14 15:08,San Jose Civic Center,3,39,Subscriber,95112
494,2/17/14 15:03,MLK Library,11,2/17/14 15:12,San Pedro Square,6,232,Subscriber,94536
1642,2/17/14 15:50,Santa Clara at Almaden,4,2/17/14 16:18,San Salvador at 1st,8,663,Customer,80120
1311,2/17/14 15:56,Santa Clara at Almaden,4,2/17/14 16:18,Paseo de San Antonio,7,31,Subscriber,95110
178,2/17/14 16:24,Santa Clara at Almaden,4,2/17/14 16:27,Arena Green / SAP Center,14,30,Subscriber,95113
217,2/17/14 16:25,Santa Clara at Almaden,4,2/17/14 16:29,San Jose Diridon Caltrain Station,2,20,Subscriber,94403
667,2/17/14 16:35,Paseo de San Antonio,7,2/17/14 16:46,Santa Clara at Almaden,4,31,Subscriber,95110
2776,2/17/14 16:44,San Salvador at 1st,8,2/17/14 17:30,San Jose Civic Center,3,680,Customer,80120
1984,2/17/14 16:50,Adobe on Almaden,5,2/17/14 17:24,Adobe on Almaden,5,699,Customer,95126
1924,2/17/14 16:51,Adobe on Almaden,5,2/17/14 17:23,Adobe on Almaden,5,123,Customer,95126
175,2/17/14 17:03,St James Park,13,2/17/14 17:06,San Pedro Square,6,193,Subscriber,95112
378,2/17/14 17:49,MLK Library,11,2/17/14 17:56,San Jose Diridon Caltrain Station,2,654,Subscriber,94043
253,2/17/14 21:07,SJSU 4th at San Carlos,12,2/17/14 21:11,SJSU - San Salvador at 9th,16,249,Subscriber,94044
2948,2/17/14 23:15,San Jose Civic Center,3,2/18/14 0:04,San Jose Civic Center,3,127,Customer,
184,2/17/14 23:50,Arena Green / SAP Center,14,2/17/14 23:53,Santa Clara at Almaden,4,30,Subscriber,95113
154,2/18/14 0:43,Arena Green / SAP Center,14,2/18/14 0:45,Santa Clara at Almaden,4,37,Subscriber,95113
249,2/18/14 5:34,Santa Clara at Almaden,4,2/18/14 5:38,San Jose Diridon Caltrain Station,2,31,Subscriber,95110
691,2/18/14 6:17,San Salvador at 1st,8,2/18/14 6:29,San Jose Diridon Caltrain Station,2,229,Subscriber,95113
682,2/18/14 6:19,SJSU - San Salvador at 9th,16,2/18/14 6:30,San Jose Diridon Caltrain Station,2,657,Subscriber,95112
347,2/18/14 6:29,St James Park,13,2/18/14 6:34,San Jose Diridon Caltrain Station,2,87,Subscriber,95112
205,2/18/14 6:56,San Jose Diridon Caltrain Station,2,2/18/14 7:00,Santa Clara at Almaden,4,20,Subscriber,95020
852,2/18/14 7:20,Japantown,9,2/18/14 7:34,San Jose Diridon Caltrain Station,2,14,Subscriber,95112
553,2/18/14 7:22,St James Park,13,2/18/14 7:32,San Jose Diridon Caltrain Station,2,133,Subscriber,95112
813,2/18/14 7:34,San Jose Diridon Caltrain Station,2,2/18/14 7:48,San Jose City Hall,10,133,Subscriber,94502
191,2/18/14 7:34,Santa Clara at Almaden,4,2/18/14 7:38,San Jose Diridon Caltrain Station,2,20,Subscriber,95110
412,2/18/14 7:57,Arena Green / SAP Center,14,2/18/14 8:04,San Jose Civic Center,3,255,Subscriber,94550
225,2/18/14 8:00,San Salvador at 1st,8,2/18/14 8:04,MLK Library,11,186,Subscriber,95113
267,2/18/14 8:15,San Jose Diridon Caltrain Station,2,2/18/14 8:19,Santa Clara at Almaden,4,229,Subscriber,94403
353,2/18/14 8:42,San Jose Diridon Caltrain Station,2,2/18/14 8:48,San Pedro Square,6,705,Subscriber,94002
194,2/18/14 8:42,San Salvador at 1st,8,2/18/14 8:45,SJSU 4th at San Carlos,12,663,Subscriber,95112
363,2/18/14 8:58,Santa Clara at Almaden,4,2/18/14 9:04,San Jose Civic Center,3,11,Subscriber,95112
440,2/18/14 8:59,MLK Library,11,2/18/14 9:07,San Jose Diridon Caltrain Station,2,672,Subscriber,95113
421,2/18/14 9:17,San Jose Diridon Caltrain Station,2,2/18/14 9:24,St James Park,13,87,Subscriber,94108
240,2/18/14 9:29,SJSU - San Salvador at 9th,16,2/18/14 9:33,Paseo de San Antonio,7,660,Subscriber,95126
374,2/18/14 9:50,Santa Clara at Almaden,4,2/18/14 9:56,SJSU 4th at San Carlos,12,37,Subscriber,95110
365,2/18/14 10:03,San Jose Diridon Caltrain Station,2,2/18/14 10:09,Adobe on Almaden,5,107,Subscriber,94117
308,2/18/14 10:03,San Jose Diridon Caltrain Station,2,2/18/14 10:08,Adobe on Almaden,5,104,Subscriber,94105
738,2/18/14 11:51,San Jose Civic Center,3,2/18/14 12:03,SJSU 4th at San Carlos,12,127,Customer,10024
248,2/18/14 11:52,San Jose City Hall,10,2/18/14 11:56,San Salvador at 1st,8,148,Subscriber,95113
252,2/18/14 11:56,SJSU - San Salvador at 9th,16,2/18/14 12:00,SJSU 4th at San Carlos,12,249,Subscriber,94044
266,2/18/14 12:05,MLK Library,11,2/18/14 12:09,San Salvador at 1st,8,307,Subscriber,95112
247,2/18/14 12:20,Santa Clara at Almaden,4,2/18/14 12:24,San Jose Diridon Caltrain Station,2,30,Subscriber,95126
278,2/18/14 12:49,San Salvador at 1st,8,2/18/14 12:54,MLK Library,11,211,Subscriber,95113
470,2/18/14 15:40,San Jose City Hall,10,2/18/14 15:48,San Pedro Square,6,133,Subscriber,95112
536,2/18/14 16:07,San Jose City Hall,10,2/18/14 16:16,San Jose Diridon Caltrain Station,2,140,Subscriber,94502
483,2/18/14 16:08,Adobe on Almaden,5,2/18/14 16:16,San Jose Diridon Caltrain Station,2,107,Subscriber,94117
291,2/18/14 16:26,Adobe on Almaden,5,2/18/14 16:31,San Jose Diridon Caltrain Station,2,701,Subscriber,95037
212,2/18/14 16:30,San Pedro Square,6,2/18/14 16:34,San Jose City Hall,10,133,Subscriber,95112
331,2/18/14 16:37,Santa Clara at Almaden,4,2/18/14 16:42,San Jose Diridon Caltrain Station,2,59,Subscriber,94403
896,2/18/14 16:48,Paseo de San Antonio,7,2/18/14 17:03,MLK Library,11,191,Subscriber,95035
407,2/18/14 16:49,San Pedro Square,6,2/18/14 16:55,San Jose Diridon Caltrain Station,2,705,Subscriber,94002
329,2/18/14 17:02,Paseo de San Antonio,7,2/18/14 17:08,SJSU - San Salvador at 9th,16,208,Subscriber,95126
303,2/18/14 17:03,Adobe on Almaden,5,2/18/14 17:08,San Jose Diridon Caltrain Station,2,104,Subscriber,94105
194,2/18/14 17:06,San Jose City Hall,10,2/18/14 17:09,San Salvador at 1st,8,133,Subscriber,95113
612,2/18/14 17:08,San Jose Diridon Caltrain Station,2,2/18/14 17:18,MLK Library,11,654,Subscriber,95112
713,2/18/14 17:39,San Jose Diridon Caltrain Station,2,2/18/14 17:51,St James Park,13,672,Subscriber,95112
523,2/18/14 17:40,San Jose Diridon Caltrain Station,2,2/18/14 17:49,Paseo de San Antonio,7,140,Subscriber,95113
595,2/18/14 17:41,San Jose Diridon Caltrain Station,2,2/18/14 17:51,St James Park,13,657,Subscriber,95112
860,2/18/14 18:04,San Jose Diridon Caltrain Station,2,2/18/14 18:18,SJSU - San Salvador at 9th,16,14,Subscriber,95112
216,2/18/14 18:11,San Jose Civic Center,3,2/18/14 18:15,Santa Clara at Almaden,4,11,Subscriber,95112
792,2/18/14 18:14,San Jose Civic Center,3,2/18/14 18:27,Arena Green / SAP Center,14,255,Subscriber,94550
466,2/18/14 18:15,San Jose Diridon Caltrain Station,2,2/18/14 18:23,San Jose Civic Center,3,705,Subscriber,95113
255,2/18/14 18:16,San Jose Diridon Caltrain Station,2,2/18/14 18:20,Santa Clara at Almaden,4,20,Subscriber,95110
556,2/18/14 18:16,San Jose Diridon Caltrain Station,2,2/18/14 18:25,Paseo de San Antonio,7,31,Subscriber,95113
264,2/18/14 18:18,Santa Clara at Almaden,4,2/18/14 18:23,San Jose Diridon Caltrain Station,2,11,Subscriber,95020
270,2/18/14 18:31,Santa Clara at Almaden,4,2/18/14 18:36,San Jose Diridon Caltrain Station,2,70,Subscriber,94103
628,2/18/14 19:37,San Jose Diridon Caltrain Station,2,2/18/14 19:48,Japantown,9,301,Subscriber,95112
330,2/18/14 19:45,St James Park,13,2/18/14 19:50,Japantown,9,657,Subscriber,95112
358,2/18/14 21:54,SJSU 4th at San Carlos,12,2/18/14 22:00,Santa Clara at Almaden,4,37,Subscriber,95110
1310,2/19/14 2:18,SJSU 4th at San Carlos,12,2/19/14 2:40,SJSU - San Salvador at 9th,16,150,Customer,
417,2/19/14 6:31,St James Park,13,2/19/14 6:38,San Jose Diridon Caltrain Station,2,87,Subscriber,95112
179,2/19/14 7:01,San Jose Diridon Caltrain Station,2,2/19/14 7:04,Santa Clara at Almaden,4,308,Subscriber,95020
